2022-06-06T18:38:01.533602
drone_id,min_planning_time,max_planning_time, avg_planning_time,average_init_time,average_opt_time, mission_time, distance, max_vel
drone_id,min_planning_time,max_planning_time, avg_planning_time,average_init_time,average_opt_time, mission_time, distance, max_vel
0,0.000100029,0.000827645,0.000386576,2.86432e-05,0.000357933,18.2068,24.033,1.51088
9,8.2813e-05,0.000780538,0.000326872,2.91834e-05,0.000297689,18.1928,24.0004,1.50899
3,9.1078e-05,0.00120455,0.000402129,3.02713e-05,0.000371857,18.2981,24.0018,1.51132
16,8.6725e-05,0.000775112,0.000356818,2.60057e-05,0.000330812,18.1858,24.0305,1.50902
14,7.8538e-05,0.00091021,0.000385954,2.30161e-05,0.000362938,18.2066,24.0297,1.50889
1,9.3774e-05,0.00130997,0.000455654,3.01446e-05,0.000425509,18.3902,24.0013,1.51063
5,0.00012003,0.000802273,0.000368227,2.89003e-05,0.000339326,18.3057,24.0025,1.50887
17,7.7814e-05,0.000660902,0.000305847,2.43906e-05,0.000281456,18.2453,24.0035,1.5089
13,7.9769e-05,0.00142679,0.000476887,2.50567e-05,0.00045183,18.2573,24.0278,1.50887
6,8.9148e-05,0.000934186,0.000367018,3.02887e-05,0.00033673,18.325,24.001,1.50946
19,7.53e-05,0.000695746,0.000343761,2.12651e-05,0.000322496,18.2987,24.0271,1.51142
7,8.5264e-05,0.00121715,0.000433326,2.74388e-05,0.000405887,18.3476,24.0214,1.51298
10,7.9507e-05,0.000787587,0.00032539,2.62634e-05,0.000299126,18.3658,24.0026,1.5089
2,8.9336e-05,0.000943029,0.00036958,2.84602e-05,0.00034112,18.4874,24.0079,1.50889
18,8.0257e-05,0.000708478,0.00034274,2.46323e-05,0.000318108,18.3605,24.0444,1.50891
4,8.2091e-05,0.000761365,0.000340201,2.51971e-05,0.000315004,18.4756,24.0078,1.50888
8,7.6085e-05,0.00116888,0.000373405,2.39642e-05,0.000349441,18.4146,24,1.5089
12,8.5672e-05,0.001162,0.000352941,2.49142e-05,0.000328027,18.4856,24.0186,1.50894
11,7.4892e-05,0.000711941,0.000310666,2.35656e-05,0.000287101,18.4953,24.0268,1.5089
15,0.000100816,0.000872054,0.000380054,2.67426e-05,0.000353312,18.5855,24.0177,1.50916
